dHydro_strain	Plot_devia_strain	X1	Y1	X2	Y2	X3	Y3
-0.00545	0.000318864	0.000159432	0.000276144	-0.000318864	5.64471e-10	0.000159431	-0.000276145
-0.00546	0.000298153	0.000149076	0.000258208	-0.000298153	5.27807e-10	0.000149075	-0.000258208
-0.00547	0.000277363	0.000138682	0.000240203	-0.000277363	4.91004e-10	0.000138681	-0.000240204
-0.00548	0.000256495	0.000128248	0.000222132	-0.000256495	4.54063e-10	0.000128247	-0.000222132
-0.00549	0.00023555	0.000117775	0.000203992	-0.00023555	4.16984e-10	0.000117774	-0.000203993
-0.0055	0.000214526	0.000107263	0.000185785	-0.000214526	3.79767e-10	0.000107263	-0.000185786
-0.00551	0.000193425	9.67124e-05	0.000167511	-0.000193425	3.42411e-10	9.67118e-05	-0.000167511
-0.00552	0.000172245	8.61226e-05	0.000149169	-0.000172245	3.04918e-10	8.6122e-05	-0.000149169
-0.00553	0.000150988	7.54938e-05	0.000130759	-0.000150988	2.67287e-10	7.54933e-05	-0.000130759
-0.00554	0.000129652	6.4826e-05	0.000112282	-0.000129652	2.29517e-10	6.48256e-05	-0.000112282
-0.00555	0.000108238	5.41191e-05	9.37371e-05	-0.000108238	1.9161e-10	5.41188e-05	-9.37373e-05
-0.00556	8.67466e-05	4.33733e-05	7.51248e-05	-8.67466e-05	1.53564e-10	4.33731e-05	-7.5125e-05
-0.00557	6.5177e-05	3.25885e-05	5.64449e-05	-6.5177e-05	1.1538e-10	3.25883e-05	-5.64451e-05
-0.00558	4.35293e-05	2.17647e-05	3.76975e-05	-4.35293e-05	7.70581e-11	2.17645e-05	-3.76976e-05
-0.00559	2.18037e-05	1.09018e-05	1.88825e-05	-2.18037e-05	3.85981e-11	1.09018e-05	-1.88826e-05
-0.0056	1.45369e-16	7.26843e-17	1.25893e-16	-1.45369e-16	2.5734e-22	7.26839e-17	-1.25893e-16
