dHydro_strain	Plot_devia_strain	X1	Y1	X2	Y2	X3	Y3
-0.00143192	0.563632	0.281816	0.48812	-0.563632	9.97773e-07	0.281814	-0.488121
-0.00144192	0.564893	0.282446	0.489211	-0.564893	1.00001e-06	0.282445	-0.489212
-0.00145192	0.566151	0.283075	0.490301	-0.566151	1.00223e-06	0.283074	-0.490302
-0.00146192	0.567406	0.283703	0.491388	-0.567406	1.00445e-06	0.283701	-0.491389
-0.00147192	0.568659	0.284329	0.492473	-0.568659	1.00667e-06	0.284328	-0.492474
-0.00148192	0.569908	0.284954	0.493555	-0.569908	1.00888e-06	0.284952	-0.493556
-0.00149192	0.571155	0.285578	0.494635	-0.571155	1.01109e-06	0.285576	-0.494636
-0.00150192	0.5724	0.2862	0.495713	-0.5724	1.01329e-06	0.286198	-0.495714
-0.00151192	0.573641	0.286821	0.496788	-0.573641	1.01549e-06	0.286819	-0.496789
-0.00152192	0.57488	0.28744	0.497861	-0.57488	1.01769e-06	0.287438	-0.497862
-0.00153192	0.576117	0.288058	0.498932	-0.576117	1.01987e-06	0.288056	-0.498933
-0.00154192	0.57735	0.288675	0.5	-0.57735	1.02206e-06	0.288673	-0.500001
-0.00155192	0.578581	0.289291	0.501066	-0.578581	1.02424e-06	0.289289	-0.501067
-0.00156192	0.57981	0.289905	0.50213	-0.57981	1.02641e-06	0.289903	-0.502131
-0.00157192	0.581035	0.290518	0.503191	-0.581035	1.02858e-06	0.290516	-0.503193
-0.00158192	0.582259	0.291129	0.504251	-0.582259	1.03075e-06	0.291128	-0.504252
-0.00159192	0.583479	0.29174	0.505308	-0.583479	1.03291e-06	0.291738	-0.505309
-0.00160192	0.584698	0.292349	0.506363	-0.584698	1.03506e-06	0.292347	-0.506364
-0.00161192	0.585913	0.292957	0.507416	-0.585913	1.03722e-06	0.292955	-0.507417
-0.00162192	0.587126	0.293563	0.508466	-0.587126	1.03936e-06	0.293561	-0.508467
-0.00163192	0.588337	0.294169	0.509515	-0.588337	1.04151e-06	0.294167	-0.509516
-0.00164192	0.589545	0.294773	0.510561	-0.589545	1.04365e-06	0.294771	-0.510562
-0.00165192	0.590751	0.295375	0.511605	-0.590751	1.04578e-06	0.295374	-0.511606
-0.00166192	0.591954	0.295977	0.512647	-0.591954	1.04791e-06	0.295975	-0.512648
-0.00167192	0.593155	0.296578	0.513687	-0.593155	1.05004e-06	0.296576	-0.513688
-0.00168192	0.594353	0.297177	0.514725	-0.594353	1.05216e-06	0.297175	-0.514726
-0.00169192	0.595549	0.297775	0.515761	-0.595549	1.05428e-06	0.297773	-0.515762
-0.00170192	0.596743	0.298372	0.516795	-0.596743	1.05639e-06	0.29837	-0.516796
-0.00171192	0.597934	0.298967	0.517826	-0.597934	1.0585e-06	0.298965	-0.517827
-0.00172192	0.599123	0.299562	0.518856	-0.599123	1.0606e-06	0.29956	-0.518857
-0.00173192	0.60031	0.300155	0.519883	-0.60031	1.0627e-06	0.300153	-0.519885
-0.00174192	0.601494	0.300747	0.520909	-0.601494	1.0648e-06	0.300745	-0.52091
-0.00175192	0.602676	0.301338	0.521933	-0.602676	1.06689e-06	0.301336	-0.521934
-0.00176192	0.603855	0.301928	0.522954	-0.603855	1.06898e-06	0.301926	-0.522955
-0.00177192	0.605033	0.302516	0.523974	-0.605033	1.07106e-06	0.302514	-0.523975
-0.00178192	0.606208	0.303104	0.524991	-0.606208	1.07314e-06	0.303102	-0.524992
-0.00179192	0.60738	0.30369	0.526007	-0.60738	1.07522e-06	0.303688	-0.526008
-0.00180192	0.608551	0.304275	0.52702	-0.608551	1.07729e-06	0.304274	-0.527022
-0.00181192	0.609719	0.30486	0.528032	-0.609719	1.07936e-06	0.304858	-0.528033
-0.00182192	0.610885	0.305443	0.529042	-0.610885	1.08142e-06	0.305441	-0.529043
-0.00183192	0.612049	0.306024	0.53005	-0.612049	1.08348e-06	0.306023	-0.530051
-0.00184192	0.61321	0.306605	0.531056	-0.61321	1.08554e-06	0.306603	-0.531057
-0.00185192	0.61437	0.307185	0.53206	-0.61437	1.08759e-06	0.307183	-0.532061
-0.00186192	0.615527	0.307764	0.533062	-0.615527	1.08964e-06	0.307762	-0.533063
-0.00187192	0.616682	0.308341	0.534062	-0.616682	1.09169e-06	0.308339	-0.534064
-0.00188192	0.617835	0.308918	0.535061	-0.617835	1.09373e-06	0.308916	-0.535062
-0.00189192	0.618986	0.309493	0.536057	-0.618986	1.09576e-06	0.309491	-0.536059
-0.00190192	0.620134	0.310067	0.537052	-0.620134	1.0978e-06	0.310065	-0.537053
-0.00191192	0.621281	0.31064	0.538045	-0.621281	1.09983e-06	0.310639	-0.538046
-0.00192192	0.622425	0.311213	0.539036	-0.622425	1.10185e-06	0.311211	-0.539037
-0.00193192	0.623568	0.311784	0.540026	-0.623568	1.10387e-06	0.311782	-0.540027
-0.00194192	0.624708	0.312354	0.541013	-0.624708	1.10589e-06	0.312352	-0.541014
-0.00195192	0.625846	0.312923	0.541999	-0.625846	1.10791e-06	0.312921	-0.542
-0.00196192	0.626982	0.313491	0.542983	-0.626982	1.10992e-06	0.313489	-0.542984
-0.00197192	0.628116	0.314058	0.543965	-0.628116	1.11193e-06	0.314056	-0.543966
-0.00198192	0.629248	0.314624	0.544945	-0.629248	1.11393e-06	0.314622	-0.544946
-0.00199192	0.630378	0.315189	0.545924	-0.630378	1.11593e-06	0.315187	-0.545925
-0.00200192	0.631506	0.315753	0.546901	-0.631506	1.11793e-06	0.315751	-0.546902
-0.00201192	0.632632	0.316316	0.547876	-0.632632	1.11992e-06	0.316314	-0.547877
-0.00202192	0.633756	0.316878	0.548849	-0.633756	1.12191e-06	0.316876	-0.54885
-0.00203192	0.634878	0.317439	0.549821	-0.634878	1.1239e-06	0.317437	-0.549822
-0.00204192	0.635998	0.317999	0.550791	-0.635998	1.12588e-06	0.317997	-0.550792
-0.00205192	0.637116	0.318558	0.551759	-0.637116	1.12786e-06	0.318556	-0.55176
-0.00206192	0.638232	0.319116	0.552726	-0.638232	1.12984e-06	0.319114	-0.552727
-0.00207192	0.639347	0.319673	0.55369	-0.639347	1.13181e-06	0.319671	-0.553692
-0.00208192	0.640459	0.320229	0.554654	-0.640459	1.13378e-06	0.320227	-0.554655
-0.00209192	0.641569	0.320785	0.555615	-0.641569	1.13574e-06	0.320783	-0.555616
-0.00210192	0.642678	0.321339	0.556575	-0.642678	1.1377e-06	0.321337	-0.556576
-0.00211192	0.643784	0.321892	0.557533	-0.643784	1.13966e-06	0.32189	-0.557534
